id,twi_acc,retwi,fav,desc,imgurl,twi_id
469,andrespeneke,13,0,RT @GabrielaLureti: Sailing On Boston Harbor by Joann Vitali https://t.co/w5ZIlSi6Bq,https://pbs.twimg.com/media/DK0Q3UzXcAcIq5u.jpg,913457334151675904
470,andrespeneke,4,0,RT @GabrielaLureti: Dragn-flies by Vivian Sampson https://t.co/tsDCWkUrAv,https://pbs.twimg.com/media/DK0VAepWkAIQYDe.jpg,913457308667203585
471,andrespeneke,6,0,RT @GabrielaLureti: Umbrellas In The Sun by Steven Quartly #art https://t.co/8P2N42uJIW,https://pbs.twimg.com/media/DK0ZNLaWkAE4HIu.jpg,913457272180953095
472,andrespeneke,15,0,RT @GabrielaLureti: Blue Moon by Ann Marie Bone #art https://t.co/PE0oFjNzyg,https://pbs.twimg.com/media/DK0ZvfjXUAAhGja.jpg,913457242728517634
473,andrespeneke,5,0,RT @GabrielaLureti: Autumn Stream by Asko Kuittinen https://t.co/vqCDnmhuGf,https://pbs.twimg.com/media/DK0aQ6zWkAISnRH.jpg,913457214161080321
474,andrespeneke,29,0,RT @GabrielaLureti: Autumn Road by Asko Kuittinen https://t.co/tqYT1J35db,https://pbs.twimg.com/media/DK0awkzXUAAqHjb.jpg,913457194187845632
475,andrespeneke,3,0,RT @GabrielaLureti: Early Catch by Helen Cottle #art https://t.co/LMUZLLbfsL,https://pbs.twimg.com/media/DK0d5keX0AEVZos.jpg,913457126919557122
476,"archpics",10,17,"Stairs at Queens House, Greenwich https://t.co/SEJ8e8ZOfE",https://pbs.twimg.com/media/DK2KSJ3VwAAEBu3.jpg,913538345854173184
477,"archpics",114,318,"An abandoned Castle - Castello di Sammezzano, , province of Florence , Tuscany, Italy https://t.co/ab5cHljGvS",https://pbs.twimg.com/media/DK18jwqXoAAYS_j.jpg,913523255302123520
478,"archpics",96,0,RT @archpics: Pablo Escobars Tulum Estate Is Now A Luxury Hotel And The Beach Access Is Amazing https://t.co/53SvW6by6k,,913507360118919168
479,"archpics",57,259,Precarious Alpine shelter by OFIS offers shelter to Slovenian climbers https://t.co/VoFyUQAilO,https://pbs.twimg.com/media/DK1hEhvXcAEdIi1.jpg,913493033475297282
480,"archpics",179,566,Lucerne at Dusk Photo by Julian Mills https://t.co/yYbyV1psYQ,https://pbs.twimg.com/media/DK1TUnjWAAAC2Er.jpg,913477915777671168
481,"archpics",249,845,"Peaceful night! Shot by İlhan Eroğlu in Strasbourg, France https://t.co/dyhO2oXOOQ",https://pbs.twimg.com/media/DK0323AU8AAGz6O.jpg,913447718760189958
482,"archpics",120,590,Concrete pattern https://t.co/rw9o1D4P6H,https://pbs.twimg.com/media/DK0qINHU8AEWf7J.jpg,913432622143033344
483,"archpics",35,0,"RT @archpics: After discovering a 265 year old mansion in London, it is being sold for millions of dollars https://t.co/Nwp3WJMqMl",,913416800443957248
484,"archpics",256,717,"Phuktal Monastery in Ladakh, INDIA https://t.co/sGhikYdGEJ",https://pbs.twimg.com/media/DK0OqUzW0AApUcH.jpg,913402422659354624
485,"archpics",253,888,"Santorini, Greece https://t.co/hBdPCUAAZw",https://pbs.twimg.com/media/DK0A8bmXcAEWZwy.jpg,913387340139294720
486,"archpics",57,158,Untouched Paris Apartment Discovered after 70 years. Includes Painting worth $3.4M https://t.co/BYMlBy1zOP,,913371465709424640
487,"archpics",253,868,"Burano, Italy https://t.co/NetTEz6Tcv",https://pbs.twimg.com/media/DKzlgkFXUAA94gh.jpg,913357173991919616
488,"archpics",156,645,"Amsterdam, Netherlands https://t.co/OxhGRvR8Lk",https://pbs.twimg.com/media/DKzXueEWsAAboka.jpg,913342020130832384
489,"archpics",26,90,China’s Earthquake Memorial Museum Looks Just Like A Natural Disaster https://t.co/2kXZLonnqL,,913326164973940738
490,"archpics",140,494,"Church in Bora Bora, French Polynesia https://t.co/D8gSpiZdT0",https://pbs.twimg.com/media/DKy8RF9XoAAfYPe.jpg,913311829136461824
491,"archpics",200,596,Pantheon abstracts. Inside and out. #Rome https://t.co/RL17Q4KeeT,https://pbs.twimg.com/media/DKyuh4KVoAAOjO1.jpg,913296723891630081
492,"archpics",75,135,The Greatest Buildings Youll Never See: 20 Priceless Monuments Lost in Conflict https://t.co/VXmeXgHj6W,,913280865769283584
493,"archpics",445,1296,"Window to the Sea - Porto Venere, Italy https://t.co/Hkyj1T5tKU",https://pbs.twimg.com/media/DKyTErOW4AUQSQ2.jpg,913266534981754880
494,"archpics",166,685,Snowy Disneyland in Paris https://t.co/CGWnVCPLkq,https://pbs.twimg.com/media/DKyFVNKWAAANP-t.jpg,913251426876510209
495,"archpics",99,217,Russian Photographers Show How Birds See Our World And It’ll Leave You Breathless https://t.co/06otJw8ZZk,,913235566795292672
496,"archpics",163,515,The Bastei at Sächsische Schweiz – ‘Saxon Switzerland’ https://t.co/UibZuRCAmK,https://pbs.twimg.com/media/DKxp3ngUMAAzEXc.jpg,913221231024984064
497,"archpics",150,491,"Mouth Door, Rome Italy Wow! What a face! https://t.co/bIsL3kBzeY",https://pbs.twimg.com/media/DKxcIVJX0AIxrCT.jpg,913206124568039424
498,"archpics",41,154,I could definitely do with one of these on a cold evening!☺️ https://t.co/2vlHAgQSt4,,913190266420568064
499,"archpics",244,844,Awesome Door https://t.co/NLuFX9tdYT,https://pbs.twimg.com/media/DKxArcwXcAEP5mi.jpg,913175941739925504
500,"archpics",494,1656,"Narrow Street, Andalusia, Spain https://t.co/DGdoCMiSmS",https://pbs.twimg.com/media/DKwy8fsVoAAdfn3.jpg,913160841486364672
501,"archpics",87,0,RT @planetepics: This Plane Can Detach Its Cabin In Case Of Emergency https://t.co/XSomqsXxny,,913144969841561601
502,"archpics",335,1217,"Chillon Castle, Switzerland https://t.co/KHv584EDlq",https://pbs.twimg.com/media/DKwXd2_WsAA3-tC.jpg,913130628811493383
503,"archpics",206,673,https://t.co/LbQ40JJIkP,https://pbs.twimg.com/media/DKwJwL2WkAAX2qo.jpg,913115550028648449
504,"archpics",185,0,"RT @archpics: This Mosque Might Look Ordinary From Outside, But It Will Make Your Jaw Drop Once You Enter It https://t.co/76RiZYtmNE",,913099670511132684
505,"archpics",212,783,"Abandoned Castle, Germany. https://t.co/TVSoZ12GmM",https://pbs.twimg.com/media/DKvuUZPW0AEi3av.jpg,913085385865035777
506,"archpics",457,1359,Stunning view of #Barcelona - #Spain Photo by amos.chapple https://t.co/ln03lFp2ls,https://pbs.twimg.com/media/DKvgj1hV4AEu8Fi.jpg,913070258403016706
507,"archpics",169,0,RT @planetepics: Here’s Why You Definitely Need To Visit Ireland https://t.co/WjlAicLfSD,,913054386993205250
508,"archpics",208,752,"Crystal Palace, Madrid, Spain https://t.co/NHrHfSIlMM",https://pbs.twimg.com/media/DKvFHjIWAAIqGIT.jpg,913040085012140033
509,"archpics",160,524,"Blue Church, Church of St. Elisabeth - Bratislava, Slovakia https://t.co/NEumXj3Nhj",https://pbs.twimg.com/media/DKu3X3kVwAEtcf9.jpg,913024972720951297
510,"archpics",128,0,"RT @archpics: This Street Artist Is Painting Fake Shadows To Confuse People, And The Result Looks Too Real https://t.co/Tzxx3H2Wth",,913009096583991297
511,"archpics",409,1372,"Verona, Italy https://t.co/GLC2SqB6BP",https://pbs.twimg.com/media/DKub36ZX0AIi8bL.jpg,912994736834777088
512,"archpics",713,1628,"Ceiling of the imam hussein shrine, karbala, iraq https://t.co/MXbau5Ib0s",https://pbs.twimg.com/media/DKuOJ1aVYAARA8u.jpg,912979652033105921
513,"archpics",94,0,RT @archpics: Lost Paris Housing Estates Now Documented https://t.co/ms3amMXRHK,,912963775858429953
514,"archpics",280,810,"Livraria Lello bookshop in Porto, Portugal https://t.co/VmWP2WscVv",https://pbs.twimg.com/media/DKtyspiWAAAyVWI.jpg,912949463370649600
515,"archpics",276,811,"Blarney House, Ireland https://t.co/UqInT8rs6U",https://pbs.twimg.com/media/DKtk9gmXkAAnMXl.jpg,912934360051011589
516,"archpics",106,0,RT @planetepics: 25 photos showing the incredible tricks people use to get the perfect shot https://t.co/1HqC0jA2xS,,912918475458383875
517,"archpics",274,846,"Louvre Museum, Paris, France. Photo by Claude Bencimon https://t.co/UjbJ7K5mri",https://pbs.twimg.com/media/DKtJeNmXUAE2HSB.jpg,912904135242141699
518,"archpics",242,621,Architectural Watercolors of a Dreamlike Warsaw by Tytus Brzozowski https://t.co/LCcTFrW3hS,https://pbs.twimg.com/media/DKs70H7X0AEij7D.jpg,912889118354485248
519,"archpics",30,0,"RT @coolhunter8040: The Adorable creation Of Tattoos with Characters and Scenes by A Former Cartoonist, They However Looks Simple&amp;Lovely ht…",,912873186265587714
520,"archpics",116,496,"Castello Di Velona, Montalcino, Italy https://t.co/JRS0YRzIqA",https://pbs.twimg.com/media/DKsgRhLW0AE7yqM.jpg,912858836909817857
521,"archpics",105,336,"Cut by cut, 76-yr-old stonemason uses 20 years to create his own world of fantasy in SW China. https://t.co/f98IvcMd5M",https://pbs.twimg.com/media/DKsSit4W4AEmI4t.jpg,912843740024328192
522,"archpics",91,0,"RT @moodlandtv: Newborn Girl Clings To Mom’s Face Just Seconds After Birth, And The Video Will Warm Your Heart https://t.co/3WYKZWmWfa",,912827878827536384
523,"archpics",1669,0,"RT @archpics: Kyoto, Japan https://t.co/RxVQ8XQp8h",https://pbs.twimg.com/media/DKkIsS7W4AUObwr.jpg,912813477995143168
524,"archpics",34,0,RT @archpics: Neighbors Wondered Why He Built Such A Small Pool… But When He Fills It Up? They’re STUNNED! https://t.co/bPp4Vy2yPv,,912813356423168000
525,"archpics",52,0,RT @coolhunter8040: Artist Turns Words Into Logos With Hidden Meanings https://t.co/HaPAYaS8yN,,912798435409059844
526,"archpics",367,1072,"Bilbao Department of Health, Guardian Sunguard, Bilbao https://t.co/r5bZ0k4MnO",https://pbs.twimg.com/media/DKra688WAAMOK5U.jpg,912782583481688075
527,"archpics",156,371,Museum of islamic art doha architect: Ieoh Ming Pei   Photograph by Richard James Bentley https://t.co/LjGXlAfmo6,https://pbs.twimg.com/media/DKrN5RYXkAYNCaq.jpg,912768261275766790
528,"archpics",58,0,RT @archpics: 30 Tiny Homes That Make The Most Of A Little Space https://t.co/EbcnNoE2Ty,,912753141589921795
529,"archpics",375,1161,"Heddal Stave Church, Norway https://t.co/IOBTs81p3p",https://pbs.twimg.com/media/DKqxu3vUEAAptrX.jpg,912737295547191296
530,"archpics",214,560,"""25 GREEN"" : A HOUSE AMONG TREES - Torino, Italy by Luciano Pia https://t.co/GUXfkLcBNh",https://pbs.twimg.com/media/DKqkrbyXcAA7f_E.jpg,912722944358584320
531,"archpics",78,0,RT @planetepics: 36 Hotels That Failed So Badly It’s Funny https://t.co/jrLnNSV2EY,,912707860282380288
532,"archpics",421,1198,"Dar Al Hajar, Wadi Dhahr Valley, Yemen https://t.co/WyjKywOK7A",https://pbs.twimg.com/media/DKqIi56XUAApM7A.jpg,912692011999875074
533,"archpics",257,678,The cathedral of Toledo is one of the three 13th century High Gothic cathedrals in Spain https://t.co/Xe2A4EhMFT,https://pbs.twimg.com/media/DKp7e3rW0AYloHc.jpg,912677647632781312
534,"archpics",128,0,RT @archpics: A Museum Let Street Artists Do Whatever They Want On Its Walls. Here’s The Result https://t.co/IxAtNexAOC,,912662574054993921
535,"archpics",242,912,"The Glenfinnan Viaduct, Scotland https://t.co/vcJ1Fk9yfE",https://pbs.twimg.com/media/DKpfVGGVAAEwMS6.jpg,912646693514039296
536,"archpics",238,698,"Dom Bosco Sanctuary, Brasilia, Carlos Alberto Naves, 1963. Stained glass by Hubert Van Doorne. https://t.co/Z1N1X3pvRP",https://pbs.twimg.com/media/DKpSR7iXUAYAT3L.jpg,912632345118769152
537,"archpics",69,0,"RT @archpics: For the first time, this rare NYC rooftop cottage is for sale https://t.co/qFZ7RRXXAF",,912617240532537344
538,"archpics",200,682,"Oxford, England https://t.co/lVRCkyRwOJ",https://pbs.twimg.com/media/DKo2IU1UEAYjesv.jpg,912601393323790336
539,"archpics",180,560,"Wroclaw, Poland https://t.co/ywr6c4dO11",https://pbs.twimg.com/media/DKopH_XVwAAxwX4.jpg,912587094081638400
540,"archpics",47,100,A Lone Man Spends 53 Years Building a Cathedral by Hand https://t.co/ATBsLyHEH6,,912571942749790208
541,"archpics",182,637,"Notre Dame Cathedral, Paris, France https://t.co/ZW54TVmpuR",https://pbs.twimg.com/media/DKoM7Y6WAAA58Lm.jpg,912556091610943488
542,"archpics",211,780,"Chapel, Callaway Gardens, Georgia https://t.co/4EjXb7B8q4",https://pbs.twimg.com/media/DKn_404W0AAITP5.jpg,912541753869250561
543,"archpics",33,79,Turquoise Electrical Conduit Is A Design Feature Running Through This Office Space https://t.co/e4kekuUYB7,,912526656274911232
544,"archpics",79,275,An interesting door in Gdansk Photo by Roman Art on Flickr https://t.co/e1MJL7AbXP,https://pbs.twimg.com/media/DKnjvN8XoAAe7Bu.jpg,912510802854367233
545,"archpics",318,1048,"Trevi Fountain, Rome, Italy https://t.co/hrRYLKM2R2",https://pbs.twimg.com/media/DKnWr5CXcAEpETg.jpg,912496453154693120
546,"archpics",35,119,"After discovering a 265 year old mansion in London, it is being sold for millions of dollars https://t.co/Nwp3WJMqMl",,912481345632432128
547,"archpics",496,1474,"Peacock Gate - Jaipur, India https://t.co/CupvHL4e7H",https://pbs.twimg.com/media/DKm6h9wW0AAPh_T.jpg,912465494418034688
548,"archpics",34,172,Neighbors Wondered Why He Built Such A Small Pool… But When He Fills It Up? They’re STUNNED! https://t.co/bPp4Vy2yPv,,912436046461255680
549,"archpics",154,510,St. Voile Chapel. https://t.co/LsLnE6CrBQ,https://pbs.twimg.com/media/DKmRVf5W4AE1F4K.jpg,912420201400070146
550,"archpics",134,0,RT @coolhunter8040: Artist Leaves Dress In The Dead Sea For 2 Months And It Turns Into Glittering Salt Crystal Masterpiece https://t.co/i4n…,,912413643832250369
551,"archpics",93,0,RT @coolhunter8040: 80-Year-Old Man Hasn’t Watered This Sealed Bottle Garden Since 1972 And It’s Still Alive https://t.co/3SOUH1sdJX,,912413612035203074
552,"archpics",278,865,"Dragon Castle, Schloss Drachenburg, Germany https://t.co/xN8saT5PVW",https://pbs.twimg.com/media/DKmEULKV4AAISxe.jpg,912405883694600198
553,"archpics",78,314,"Cape May, New Jersey Victorian House RP by DCH Paramus Honda Team Leader CJ Slitas https://t.co/tgW9TaG015",https://pbs.twimg.com/media/DKl2kGIWsAAFhVE.jpg,912390764298211328
554,"archpics",66,201,I feel dizzy just looking at these pictures!😳 https://t.co/iZZ5d0AThg,,912374911615864836
555,"archpics",409,1315,An abandoned church in France. https://t.co/glDf0NzeKN,https://pbs.twimg.com/media/DKlbNMUUIAAKScZ.jpg,912360683848835073
556,"archpics",196,724,"Property built by Colin Stokes in Chedglow, Wiltshire, England. https://t.co/GgC2ojpZwh",https://pbs.twimg.com/media/DKlNXIHW4AIRyhG.jpg,912345461704593408
557,"archpics",68,185,Photographer Gets Lost in the Beauty of Tokyo’s Neon Streets at Night https://t.co/56ietSTUxw,,912329656338141186
558,"archpics",239,738,Morrocan door https://t.co/A7l3gqZpKc,https://pbs.twimg.com/media/DKkx48tX0AAsOcY.jpg,912315256319377408
559,"archpics",211,635,Amazing View of colorful village Vernazza in Cinque Terre https://t.co/ZjAR9RhO4D,https://pbs.twimg.com/media/DKkkKFWWAAA1gDO.jpg,912300157181493254
560,"archpics",38,109,Artist Spray Paints Colorful Tiles on Floors of Abandoned Buildings https://t.co/aiWN8Zq8Hp,,912284297134051328
561,"archpics",1669,5241,"Kyoto, Japan https://t.co/RxVQ8XQp8h",https://pbs.twimg.com/media/DKkIsS7W4AUObwr.jpg,912269960080187394
562,"archpics",134,380,"Glass Chapel at the Air Force Academy in Colorado Springs, Colorado by Carl Schultz https://t.co/89o1hXbT9J",https://pbs.twimg.com/media/DKj69XgV4AAurFf.jpg,912254858815778821
563,"archpics",215,510,So creative and clever! https://t.co/42KllLcpYV,,912238997317013504
564,"archpics",464,1412,"Seville, Spain https://t.co/ldvTjqNoBA",https://pbs.twimg.com/media/DKjffc9XcAECDUa.jpg,912224657968893952
565,"archpics",81,296,"Love this door in a tall, thick arch! The glass and wood inset looks like a compass. Wouldnt that be cool if it co… https://t.co/FzLUVhDgRs",,912209567525859328
566,"archpics",59,172,100% Recycled Bar In Japan Built From Trash https://t.co/66764degQU,,912193702021468160
567,"archpics",262,659,"Stained glass ceiling of Gran Hotel in MexicoCity,covering the atrium of artnouveau building built originally in1899 https://t.co/eVxoQlaE37",https://pbs.twimg.com/media/DKi2TA1U8AAjTeQ.jpg,912179365340950529
568,"archpics",384,1165,London at night https://t.co/sEc83Bigko,https://pbs.twimg.com/media/DKiokIPVAAAKv4y.jpg,912164266379284481
569,"archpics",41,137,Photographs of Impossible Architecture by Filip Dujardin https://t.co/73yxqGs5Ty,,912148403102126080
570,"archpics",304,976,The Duomo in Florence; Love looking down on all the teracotta roofs from there! https://t.co/o49e1xxw7N,https://pbs.twimg.com/media/DKiNGCEWkAEQLZE.jpg,912134061782654976
571,"archpics",248,818,Museum of Applied Arts - Budapest https://t.co/ExWJqv8lKu,https://pbs.twimg.com/media/DKh_YTvXoAAlUij.jpg,912118982756438016
572,"archpics",78,212,Stunning “Pink Mosque” Bathes Early Morning Visitors in a Brilliant Kaleidoscopic Light https://t.co/a5LkOLUpXZ,,912103104895754241
573,"archpics",165,518,"Basilica of Santa Croce, Florence absolute gorgeous! I fell in love with Florence - the food, the art, the architec… https://t.co/uDvdbnEVod",,912073663662510080
574,"archpics",15,0,RT @coolhunter8040: The Very Badass Digital Art By Liana Anatolevich https://t.co/AAwU547mJI,,912057805426880512
575,"archpics",185,0,RT @archpics: Enormous Iron Tree Constructed in Archway of Russian Ministry of Agriculture https://t.co/QJq1ZseIKT,,912055813795188736
576,"artistklee",5,8,An allegory of propaganda #paulklee #fineart https://t.co/L5wdFnF85j,https://pbs.twimg.com/media/DK1zRMUXcAA3XYM.jpg,913513040661884929
577,"artistklee",5,4,Rhythmic (Rythmical) #arthistory #klee https://t.co/RT5bZFmiyY,https://pbs.twimg.com/media/DK09gjoXoAAsLCS.jpg,913453931321315330
578,"artistklee",3,6,The Travelling Circus https://t.co/LRclYL72Lb #klee #arthistory https://t.co/TQtzGmGnP5,https://pbs.twimg.com/media/DK07W0rX0AA5f-o.jpg,913451564806868992
579,"artistklee",4,5,Franz Marc @franzmarcart #fineart #franzmarc https://t.co/oLQ6sEzBN2,https://pbs.twimg.com/media/DK0xnGzWsAAnb-1.jpg,913440855704375303
580,"artistklee",8,0,RT @artisfridakahlo: Self Portrait with Necklace of Thorns #frida #naïveart https://t.co/uRo8p5Taiw,https://pbs.twimg.com/media/DKheCihW4AEuziT.jpg,913436968612179973
581,"artistklee",4,5,Captive #paulklee #arthistory https://t.co/zR2WJ7eW8o,https://pbs.twimg.com/media/DK0kXp1WAAANR-3.jpg,913426290165809154
582,"artistklee",3,4,Hamamet https://t.co/V4qIjLtbia #abstractart #paulklee https://t.co/G6NGt0MXmQ,https://pbs.twimg.com/media/DK0i-J7XcAAVIA0.jpg,913424752370487297
583,"artistklee",1,4,Woman in Peasant Dress https://t.co/qDT44yJrGV #klee #fineart https://t.co/tAGZiBHPng,https://pbs.twimg.com/media/DK0c_M4XkAADjAa.jpg,913418174661632000
584,"artistklee",17,19,Glass Facade #klee #fineart https://t.co/pCbepx5cRe,https://pbs.twimg.com/media/DKzmFk3W4AAT5xJ.jpg,913357809600868352
585,"artistklee",6,5,Death and fire #klee #expressionism https://t.co/vlhFdO78gq,https://pbs.twimg.com/media/DKyaIYaWAAAwMAs.jpg,913274295647899650
586,"artistklee",53,0,RT @artnet: Attention Artists: The Obama Foundation Wants You to Apply for Its New Fellowship: https://t.co/IHxY2aPlxc,,913209531467001856
587,"artistklee",197,0,RT @brainpicker: Salvador Dalis rare 1969 illustrations for Alice in Wonderland https://t.co/Ly4IrdbtD3 https://t.co/zxZswZiEoM,https://pbs.twimg.com/media/DKwC5abXoA0wLrM.jpg,913209012509970432
588,"artistklee",1,3,WI (In Memoriam) #klee #fineart https://t.co/kdIgrPVYHe,https://pbs.twimg.com/media/DKxFwkwXUAAt_ja.jpg,913181527676276739
589,"artistklee",11,18,Womens Pavilion #expressionism #paulklee https://t.co/B2nnvMylZj,https://pbs.twimg.com/media/DKwdmJgXkAAzGq_.jpg,913137368437284867
590,"artistklee",8,20,Legend of the Nile #klee #arthistory https://t.co/pV9vQcY6lf,https://pbs.twimg.com/media/DKvwYZzXUAMo_bV.jpg,913087653297491969
591,"artistklee",9,16,Struck from the List #arthistory #fineart https://t.co/CBiDDFvvWe,https://pbs.twimg.com/media/DKvhRUgX0AAoasE.jpg,913071039231471618
592,"artistklee",8,13,Sparse foliage #arthistory #fineart https://t.co/K4kIb3vA3c,https://pbs.twimg.com/media/DKuHpsaW4AAM81l.jpg,912972501868826625
593,"artistklee",2,0,RT @artist_dali: Untitled (The Lady of Avignon) #salvadordali #abstractart https://t.co/KEtdhDvWsa,https://pbs.twimg.com/media/DKlu2MFXkAEcQbk.jpg,912904687506030595
594,"artistklee",4,4,Castle Garden #fineart #cubism https://t.co/J2oFKDcptU,https://pbs.twimg.com/media/DKtB4JWXoAAdkEY.jpg,912895783955046406
595,"artistklee",4,0,RT @artistmasson: Blue Vase #andremasson #surrealism https://t.co/0GUtfXXndb,https://pbs.twimg.com/media/DKnzVR-XoAAFEkc.jpg,912802430324297730
596,"artistklee",14,21,Castle and Sun #arthistory #klee https://t.co/1drGPgJYL8,https://pbs.twimg.com/media/DKrjXBqW0AExG9j.jpg,912791861185609734
597,"artistklee",7,8,Little Tree Amid Shrubbery #fineart #paulklee https://t.co/kwL39YmhNt,https://pbs.twimg.com/media/DKreozpWAAEjGUT.jpg,912786669421694979
598,"artistklee",2,7,Clouds over Bor #klee #paulklee https://t.co/CEgZmYXHZc,https://pbs.twimg.com/media/DKq6QpCW4AAJFY7.jpg,912746671494385667
599,"artistklee",3,0,RT @artmodigliani: Portrait of Oscar Miestchanioff #fineart #expressionism https://t.co/IJeyWiHWvl,https://pbs.twimg.com/media/DKQoiVfXkAAQ7-V.jpg,912746568889102337
600,"artistklee",3,5,Siblings #arthistory #fineart https://t.co/tm1NLqHraq,https://pbs.twimg.com/media/DKqndanXkAASepa.jpg,912726000668168192
601,"artistklee",0,5,Victor Brauner @artistbrauner #arthistory #victorbrauner https://t.co/x5VgyQ8l0n,https://pbs.twimg.com/media/DKqnLiyXcAgkQpy.jpg,912725697478692864
602,"artistklee",1,1,Monument https://t.co/oJH6h3ckBT #fineart #wallart https://t.co/UsNTCQrkaZ,https://pbs.twimg.com/media/DKql7P8WAAAhR_c.jpg,912724313530359809
603,"artistklee",0,1,The singer L as Fioridigli https://t.co/XggsMw23iU #klee #paulklee https://t.co/SMMzYNhkAK,https://pbs.twimg.com/media/DKqdniSXcAE1_Kl.jpg,912715179070312451
604,"artistklee",0,0,In the current six thresholds https://t.co/ejlOXBet9Y #paulklee #fineart https://t.co/DJhNQgcUng,https://pbs.twimg.com/media/DKqYzK0XkAAidOM.jpg,912709881416835074
605,"artistklee",5,8,The Future Man #paulklee #klee https://t.co/IXqRRi2ScP,https://pbs.twimg.com/media/DKpjSIaXoAE-rct.jpg,912651039458959360
606,"artistklee",4,12,Summer houses #klee #paulklee https://t.co/rFyvzw9VpX,https://pbs.twimg.com/media/DKoCzwCX0AALWTT.jpg,912544964567031808
607,"artistklee",23,35,Aroundfish #klee #surrealism https://t.co/EeO0TLH63l,https://pbs.twimg.com/media/DKmvMRKXUAIOUSo.jpg,912453027465977856
608,"artistklee",3,11,Tropical twilight #paulklee #arthistory https://t.co/CgtarrUGYh,https://pbs.twimg.com/media/DKmGO7vWkAAEJ3u.jpg,912407993026740224
609,"artistklee",7,17,With the Setting Sun #arthistory #klee https://t.co/ApBpyveNyS,https://pbs.twimg.com/media/DKlSrs6WsAAb2be.jpg,912351312192376832
610,"artistklee",3,3,Likeness in the bower #klee #fineart https://t.co/wSD3Ylhtgt,https://pbs.twimg.com/media/DKlAsmyW4AAW-I8.jpg,912331537512910849
611,"artistklee",10,13,Small Landscape with the village church #klee #expressionism https://t.co/IygduxZpng,https://pbs.twimg.com/media/DKj7_lSW4AACzDt.jpg,912255996885655552
612,"artistklee",7,0,RT @artist_dali: Figure on the Rocks #dali #cubism https://t.co/7rHaY60vCF,https://pbs.twimg.com/media/DKex3XWXUAAGTmX.jpg,912198857831931904
613,"artistklee",6,11,Remembrance of a Garden #fineart #klee https://t.co/EE5JvHMJw6,https://pbs.twimg.com/media/DKiuBwWWsAASYpb.jpg,912170271406161920
614,"artistklee",2,0,RT @artmodigliani: Monsier Deleu #expressionism #fineart https://t.co/uj95KS5iBE,https://pbs.twimg.com/media/DKghXEfWkAAhm5T.jpg,912135159394250754
615,"artistklee",13,15,This flower wishes to fade #fineart #arthistory https://t.co/71AqS8f25A,https://pbs.twimg.com/media/DKhZ8toX0AAYJ7G.jpg,912077826572062720
616,"artistklee",3,6,Death for the Idea #paulklee #arthistory https://t.co/5MBSFxuZpK,https://pbs.twimg.com/media/DKhNcGHW4AIywv7.jpg,912064071750635520
617,"artistklee",4,0,RT @artistmunter: Dorfstrasse in Blau #expressionism #femaleartists https://t.co/Wjl1ISBtzy,https://pbs.twimg.com/media/DKQpXb9WsAEkYVa.jpg,912049897087660032
618,"artistklee",4,8,Possessed girl #arthistory #paulklee https://t.co/zxoCiaQFT0,https://pbs.twimg.com/media/DKg6N9MXcAARjB-.jpg,912042938254921728
619,"artistklee",5,13,Harbour with sailing ships #cubism #arthistory https://t.co/d9p4o1OJXT,https://pbs.twimg.com/media/DKg0KvkW4AAtEnA.jpg,912036285509971969
620,"artistklee",1,2,The column https://t.co/yR8ziSOAme #abstractart #paulklee https://t.co/dWyMaLfea0,https://pbs.twimg.com/media/DKgyXbOXUAAnkIw.jpg,912034305551069184
621,"artistklee",7,9,Cat and Bird https://t.co/QgtZiEc2Mo #expressionism #klee https://t.co/mqXoZ60mAk,https://pbs.twimg.com/media/DKgqW-MX0AAOs3t.jpg,912025501845336065
622,"artistklee",17,22,Temple Gardens #fineart #paulklee https://t.co/ymQL5s6dFI,https://pbs.twimg.com/media/DKebDMLW0AAv5g7.jpg,911867930715070464
623,"artistklee",4,9,In the houses of St. Germain #arthistory #klee https://t.co/AgNN9ZafTS,https://pbs.twimg.com/media/DKd8aj6W4AAwUY2.jpg,911834247639465985
624,"artistklee",1,0,RT @artistdechirico: Self Portrait in the Studio #giorgiodechirico #dechirico https://t.co/bPTJzbgZgF,https://pbs.twimg.com/media/DKOHd1cX0AAj1w6.jpg,911818287985590272
625,"artistklee",9,28,Flora on sand #arthistory #fineart https://t.co/nRR8UGyfmr,https://pbs.twimg.com/media/DKdJkw5WkAAr0Rf.jpg,911778348011048961
626,"artistklee",4,8,Hesitation #expressionism #paulklee https://t.co/gooYflMlWI,https://pbs.twimg.com/media/DKcBFaxXoAIVZG3.jpg,911698643920539648
627,"artistklee",7,0,RT @artmodigliani: Woman with red hair #fineart #expressionism https://t.co/9oC8Kh56l0,https://pbs.twimg.com/media/DKGKm3KXkAEmrgn.jpg,911682982372618240
628,"artistklee",4,4,Senecio https://t.co/lFdKm8qOxI #klee #fineart https://t.co/8PEhJzUOR4,https://pbs.twimg.com/media/DKbZDRHXkAAZr3e.jpg,911654627292139525
629,"artistklee",5,16,Fish Magic #expressionism #arthistory https://t.co/4Y63FbQ95z,https://pbs.twimg.com/media/DKbYfmtX0AEL6k5.jpg,911654014177210368
630,"artistklee",6,12,Dream City https://t.co/qUyq1DHkK7 #cubism #klee https://t.co/FFrwq6zjLB,https://pbs.twimg.com/media/DKbYdOsX0AAC7m1.jpg,911653973354012672
